id,date_ms,sym,side,size,akk
1021,1787716015355,MOVEUSDT,Sell,39.99192,2
1022,1787716015711,MOVEUSDT,Buy,79.99227,4
1023,1787716609758,AGIUSDT,Buy,39.98208,1
1024,1787716609943,AGIUSDT,Sell,39.98208,2
1025,1787716610126,AGIUSDT,Buy,39.98208,3
1026,1787716610475,AGIUSDT,Buy,79.96416,4
1027,1787717208494,1000BTTUSDT,Buy,39.99714,3
1028,1787717209518,AGIUSDT,Buy,39.9359,1
1029,1787717209705,AGIUSDT,Sell,39.9359,2
1030,1787717209892,AGIUSDT,Buy,39.9359,3
1031,1787717210247,AGIUSDT,Buy,79.93995,4
1032,1787717211109,B3USDT,Buy,39.964,3
1033,1787717212131,BNCUSDT,Sell,39.9616,3
1034,1787717213999,FIGHTUSDT,Sell,39.98085,1
1035,1787717214189,FIGHTUSDT,Buy,39.98085,2
1036,1787717214379,FIGHTUSDT,Sell,39.98085,3
1037,1787717214736,FIGHTUSDT,Sell,79.99705,4
1038,1787717215599,FLUIDUSDT,Sell,39.97147,0
1039,1787717215816,FLUIDUSDT,Buy,39.97147,1
1040,1787717216010,FLUIDUSDT,Sell,39.97147,2
1041,1787717216200,FLUIDUSDT,Buy,39.97147,3
1042,1787717216562,FLUIDUSDT,Buy,79.94294,4
1043,1787717220970,NESAUSDT,Sell,39.9217,1
1044,1787717221156,NESAUSDT,Buy,39.9217,2
1045,1787717221345,NESAUSDT,Sell,39.9217,3
1046,1787717221705,NESAUSDT,Sell,79.9825,4
1047,1787717809800,AGIUSDT,Sell,39.98706,2
1048,1787717811654,CSOPSAMSUNG2LUSDT,Sell,39.975,0
1049,1787717811840,CSOPSAMSUNG2LUSDT,Buy,39.975,1
1050,1787717812026,CSOPSAMSUNG2LUSDT,Sell,39.975,2
1051,1787717812210,CSOPSAMSUNG2LUSDT,Buy,39.975,3
1052,1787717812561,CSOPSAMSUNG2LUSDT,Buy,79.95,4
1053,1787717814243,DJTUSDT,Sell,39.2322,0
1054,1787717814426,DJTUSDT,Buy,39.2322,1
1055,1787717814608,DJTUSDT,Sell,39.2322,2
1056,1787717814793,DJTUSDT,Buy,39.2322,3
1057,1787717815219,DJTUSDT,Buy,79.3985,4
1058,1787717816078,FLUIDUSDT,Buy,39.9075,1
1059,1787717816268,FLUIDUSDT,Sell,39.9075,2
1060,1787717816456,FLUIDUSDT,Buy,39.9075,3
1061,1787717816811,FLUIDUSDT,Buy,79.9715,4
1062,1787718410798,AGIUSDT,Sell,39.96365,2
1063,1787718415497,FLUIDUSDT,Sell,39.85006,2
1064,1787718415687,FLUIDUSDT,Buy,39.85006,3
1065,1787718419829,MUSDT,Buy,39.7426,0
1066,1787718420025,MUSDT,Sell,39.7426,1
1067,1787718420217,MUSDT,Buy,39.7426,2
1068,1787718420407,MUSDT,Sell,39.7426,3
1069,1787718420766,MUSDT,Sell,79.4852,4
