id,date_ms,sym,fund,next
994,1787643338659,AGIUSDT,-0.6708,1787644800000
995,1787643343155,APPSTOCKUSDT,0.1433,1787644800000
996,1787643352293,BICOUSDT,-0.2633,1787644800000
997,1787643354782,BNCUSDT,0.4933,1787644800000
998,1787643356617,BSPUSDT,0.1811,1787644800000
999,1787643366270,CXMTUSDT,-0.3568,1787644800000
1000,1787643380759,GRVTUSDT,-0.12,1787644800000
1001,1787643383411,HOMEUSDT,-0.1051,1787644800000
1002,1787643397243,MAUSDT,-0.3808,1787644800000
1003,1787643936480,ACEUSDT,-0.4583,1787644800000
1004,1787643938471,AGIUSDT,-0.665,1787644800000
1005,1787643942952,APPSTOCKUSDT,0.1529,1787644800000
1006,1787643952066,BICOUSDT,-0.2539,1787644800000
1007,1787643954553,BNCUSDT,0.4716,1787644800000
1008,1787643956384,BSPUSDT,0.1725,1787644800000
1009,1787643966003,CXMTUSDT,-0.3387,1787644800000
1010,1787643980504,GRVTUSDT,-0.1178,1787644800000
1011,1787643996893,MAUSDT,-0.3794,1787644800000
1012,1787644535662,ACEUSDT,-0.4608,1787644800000
1013,1787644538034,AGIUSDT,-0.6866,1787644800000
1014,1787644543390,APPSTOCKUSDT,0.1591,1787644800000
1015,1787644553378,BICOUSDT,-0.2476,1787644800000
1016,1787644555905,BNCUSDT,0.4499,1787644800000
1017,1787644557752,BSPUSDT,0.164,1787644800000
1018,1787644567478,CXMTUSDT,-0.3212,1787644800000
1019,1787644582110,GRVTUSDT,-0.1207,1787644800000
1020,1787644598719,MAUSDT,-0.3773,1787644800000
1021,1787645131892,1000BTTUSDT,-0.2009,1787673600000
1022,1787645134085,4USDT,0.1311,1787659200000
1023,1787645134925,ACEUSDT,-0.4426,1787659200000
1024,1787645135605,ACXUSDT,0.5184,1787659200000
1025,1787645136942,AGIUSDT,-0.6957,1787673600000
1026,1787645142475,APPSTOCKUSDT,0.277,1787673600000
1027,1787645143333,ARIAUSDT,0.2677,1787659200000
1028,1787645143859,ARKUSDT,0.4273,1787659200000
1029,1787645150565,BBXUSDT,0.1081,1787673600000
1030,1787645151753,BICOUSDT,-0.2798,1787673600000
1031,1787645154971,BOTUSDT,0.2664,1787673600000
1032,1787645158230,CASHCATUSDT,0.1051,1787659200000
1033,1787645174318,FIGHTUSDT,0.1282,1787659200000
1034,1787645175836,FLYUSDT,-0.6165,1787673600000
1035,1787645177855,GEVUSDT,0.1046,1787673600000
1036,1787645180516,GRVTUSDT,-0.1576,1787659200000
1037,1787645183181,HOMEUSDT,-0.1046,1787659200000
1038,1787645183532,HPEUSDT,-0.1909,1787673600000
1039,1787645197076,MAUSDT,-0.2323,1787673600000
1040,1787645199412,MINIMAXUSDT,0.2872,1787673600000
1041,1787645200080,MNSTUSDT,0.3229,1787673600000
1042,1787645201265,MOVEUSDT,0.1201,1787659200000
1043,1787645732605,1000BTTUSDT,-0.2114,1787673600000
1044,1787645735658,ACEUSDT,-0.7021,1787659200000
1045,1787645737808,AGIUSDT,-0.5997,1787673600000
1046,1787645743403,APPSTOCKUSDT,0.3282,1787673600000
1047,1787645744781,ARKUSDT,0.3272,1787659200000
1048,1787645751515,BBXUSDT,0.1027,1787673600000
1049,1787645752695,BICOUSDT,-0.2521,1787673600000
1050,1787645759150,CASHCATUSDT,0.1785,1787659200000
1051,1787645763364,COOKIEUSDT,0.122,1787659200000
1052,1787645766899,CXMTUSDT,-0.2473,1787673600000
1053,1787645776817,FLYUSDT,-0.3208,1787673600000
1054,1787645781489,GRVTUSDT,-0.1985,1787659200000
1055,1787645787840,IOSTUSDT,0.1104,1787673600000
1056,1787645798097,MAUSDT,-0.1174,1787673600000
1057,1787645800436,MINIMAXUSDT,0.1968,1787673600000
1058,1787645801116,MNSTUSDT,0.144,1787673600000
1059,1787646332547,1000BTTUSDT,-0.1815,1787673600000
1060,1787646335615,ACEUSDT,-0.7584,1787659200000
1061,1787646338569,AGIUSDT,-1.2269,1787673600000
1062,1787646340219,ALABUSDT,0.1435,1787673600000
1063,1787646343390,APPSTOCKUSDT,0.3108,1787673600000
1064,1787646350494,BANUSDT,0.102,1787659200000
1065,1787646351324,BBXUSDT,0.1679,1787673600000
1066,1787646352482,BICOUSDT,-0.2918,1787673600000
1067,1787646354971,BNCUSDT,-0.1237,1787673600000
1068,1787646356809,BSPUSDT,0.1457,1787673600000
1069,1787646363921,CRDOUSDT,0.1134,1787673600000
1070,1787646366402,CXMTUSDT,-0.2719,1787673600000
1071,1787646376134,FLYUSDT,-0.3492,1787673600000
1072,1787646380837,GRVTUSDT,-0.1563,1787659200000
1073,1787646383495,HOMEUSDT,-0.1259,1787659200000
1074,1787646399546,MINIMAXUSDT,0.2065,1787673600000
1075,1787646400215,MNSTUSDT,0.1139,1787673600000
1076,1787646932288,1000BTTUSDT,-0.2094,1787673600000
1077,1787646935299,ACEUSDT,-0.8968,1787659200000
1078,1787646937986,AGIUSDT,-1.1829,1787673600000
1079,1787646939829,ALABUSDT,0.1062,1787673600000
1080,1787646942977,APPSTOCKUSDT,0.246,1787673600000
1081,1787646951251,BBXUSDT,0.2144,1787673600000
1082,1787646952419,BICOUSDT,-0.3172,1787673600000
1083,1787646957069,BSPUSDT,0.164,1787673600000
1084,1787646966679,CXMTUSDT,-0.2608,1787673600000
1085,1787646976403,FLYUSDT,-0.3165,1787673600000
1086,1787646981033,GRVTUSDT,-0.1731,1787659200000
1087,1787646983687,HOMEUSDT,-0.1396,1787659200000
1088,1787646992584,KSTRUSDT,0.1581,1787673600000
1089,1787646999683,MINIMAXUSDT,0.1726,1787673600000
1090,1787647000358,MNSTUSDT,0.1095,1787673600000
1091,1787647532476,1000BTTUSDT,-0.2182,1787673600000
1092,1787647535530,ACEUSDT,-0.9957,1787659200000
1093,1787647538181,AGIUSDT,-1.0089,1787673600000
1094,1787647543288,APPSTOCKUSDT,0.2111,1787673600000
1095,1787647551249,BBXUSDT,0.2695,1787673600000
1096,1787647552728,BICOUSDT,-0.2959,1787673600000
1097,1787647557031,BSPUSDT,0.2181,1787673600000
1098,1787647566644,CXMTUSDT,-0.1758,1787673600000
1099,1787647568471,DKNGUSDT,-0.1358,1787673600000
1100,1787647575263,FLEXUSDT,-0.1782,1787673600000
1101,1787647576425,FLYUSDT,-0.2534,1787673600000
1102,1787647577426,FWDIUSDT,0.1194,1787673600000
1103,1787647581087,GRVTUSDT,-0.1601,1787659200000
1104,1787647583748,HOMEUSDT,-0.1618,1787659200000
1105,1787647592677,KSTRUSDT,0.1795,1787673600000
1106,1787647597751,MAUSDT,-0.1395,1787673600000
1107,1787647600068,MINIMAXUSDT,0.1068,1787673600000
1108,1787647600737,MNSTUSDT,0.1122,1787673600000
1109,1787648132704,1000BTTUSDT,-0.2439,1787673600000
1110,1787648136304,ACEUSDT,-1.0419,1787659200000
1111,1787648138599,AGIUSDT,-0.7258,1787673600000
1112,1787648143057,APPSTOCKUSDT,0.1794,1787673600000
1113,1787648150970,BBXUSDT,0.3347,1787673600000
1114,1787648152129,BICOUSDT,-0.2926,1787673600000
1115,1787648156413,BSPUSDT,0.204,1787673600000
1116,1787648165978,CXMTUSDT,-0.1437,1787673600000
1117,1787648167795,DKNGUSDT,-0.121,1787673600000
1118,1787648174599,FLEXUSDT,-0.1226,1787673600000
1119,1787648175770,FLYUSDT,-0.2255,1787673600000
1120,1787648180423,GRVTUSDT,-0.1477,1787659200000
1121,1787648183073,HOMEUSDT,-0.188,1787659200000
1122,1787648191959,KSTRUSDT,0.1428,1787673600000
1123,1787648196734,MAUSDT,-0.1699,1787673600000
1124,1787648732580,1000BTTUSDT,-0.2183,1787673600000
1125,1787648736555,ACEUSDT,-1.0121,1787659200000
1126,1787648738577,AGIUSDT,-0.6503,1787673600000
1127,1787648743114,APPSTOCKUSDT,0.1576,1787673600000
1128,1787648751116,BBXUSDT,0.3073,1787673600000
1129,1787648752284,BICOUSDT,-0.2848,1787673600000
1130,1787648756638,BSPUSDT,0.1991,1787673600000
1131,1787648766316,CXMTUSDT,-0.134,1787673600000
1132,1787648776199,FLYUSDT,-0.2715,1787673600000
1133,1787648780889,GRVTUSDT,-0.136,1787659200000
1134,1787648783555,HOMEUSDT,-0.1926,1787659200000
1135,1787648792586,KSTRUSDT,0.1418,1787673600000
1136,1787648797439,MAUSDT,-0.1772,1787673600000
1137,1787648804987,NESAUSDT,0.1096,1787659200000
1138,1787649332805,1000BTTUSDT,-0.2298,1787673600000
1139,1787649335787,ACEUSDT,-0.8957,1787659200000
1140,1787649337782,AGIUSDT,-0.6784,1787673600000
1141,1787649342243,APPSTOCKUSDT,0.1367,1787673600000
1142,1787649350210,BBXUSDT,0.2497,1787673600000
1143,1787649351373,BICOUSDT,-0.2879,1787673600000
1144,1787649355667,BSPUSDT,0.1851,1787673600000
1145,1787649362768,CRDOUSDT,0.109,1787673600000
1146,1787649374947,FLYUSDT,-0.1929,1787673600000
1147,1787649375947,FWDIUSDT,-0.2439,1787673600000
1148,1787649379578,GRVTUSDT,-0.113,1787659200000
1149,1787649382219,HOMEUSDT,-0.1689,1787659200000
1150,1787649391118,KSTRUSDT,0.1175,1787673600000
1151,1787649395928,MAUSDT,-0.178,1787673600000
1152,1787649403338,NESAUSDT,0.1327,1787659200000
1153,1787649932438,1000BTTUSDT,-0.2135,1787673600000
1154,1787649935504,ACEUSDT,-0.7839,1787659200000
1155,1787649937526,AGIUSDT,-0.8288,1787673600000
1156,1787649942994,APPSTOCKUSDT,0.1146,1787673600000
1157,1787649950953,BBXUSDT,0.1968,1787673600000
1158,1787649952127,BICOUSDT,-0.2773,1787673600000
1159,1787649955290,BOTUSDT,-0.147,1787673600000
1160,1787649956463,BSPUSDT,0.1407,1787673600000
1161,1787649963594,CRDOUSDT,0.1345,1787673600000
1162,1787649975016,FLEXUSDT,-0.1619,1787673600000
1163,1787649976184,FLYUSDT,-0.14,1787673600000
1164,1787649977183,FWDIUSDT,-0.3355,1787673600000
1165,1787649983488,HOMEUSDT,-0.1495,1787659200000
1166,1787649997232,MAUSDT,-0.1649,1787673600000
1167,1787650004687,NESAUSDT,0.1097,1787659200000
1168,1787650531788,1000BTTUSDT,-0.2226,1787673600000
1169,1787650534814,ACEUSDT,-0.689,1787659200000
1170,1787650536879,AGIUSDT,-0.9458,1787673600000
1171,1787650550896,BBXUSDT,0.1525,1787673600000
1172,1787650552077,BICOUSDT,-0.2621,1787673600000
1173,1787650555614,BOTUSDT,-0.1285,1787673600000
1174,1787650556820,BSPUSDT,0.1834,1787673600000
1175,1787650575439,FLEXUSDT,-0.2274,1787673600000
1176,1787650576662,FLYUSDT,-0.1027,1787673600000
1177,1787650577675,FWDIUSDT,-0.3509,1787673600000
1178,1787650584106,HOMEUSDT,-0.1158,1787659200000
1179,1787650593283,KSTRUSDT,0.1073,1787673600000
1180,1787650598172,MAUSDT,-0.1528,1787673600000
1181,1787651134688,1000BTTUSDT,-0.2249,1787673600000
1182,1787651137691,ACEUSDT,-0.6079,1787659200000
1183,1787651140668,AGIUSDT,-1.0071,1787673600000
1184,1787651153662,BBXUSDT,0.1253,1787673600000
1185,1787651154823,BICOUSDT,-0.2411,1787673600000
1186,1787651159118,BSPUSDT,0.1925,1787673600000
1187,1787651177254,FLEXUSDT,-0.1919,1787673600000
1188,1787651179404,FWDIUSDT,-0.3145,1787673600000
1189,1787651194638,KSTRUSDT,0.1238,1787673600000
1190,1787651199412,MAUSDT,-0.1226,1787673600000
1191,1787651202381,MNSTUSDT,0.1045,1787673600000
1192,1787651206828,NESAUSDT,0.1131,1787659200000
1193,1787651732584,1000BTTUSDT,-0.2409,1787673600000
1194,1787651735617,ACEUSDT,-0.5548,1787659200000
1195,1787651737960,AGIUSDT,-0.9394,1787673600000
1196,1787651751597,BBXUSDT,0.1154,1787673600000
1197,1787651752757,BICOUSDT,-0.2224,1787673600000
1198,1787651757035,BSPUSDT,0.1852,1787673600000
1199,1787651764112,CRDOUSDT,0.1002,1787673600000
1200,1787651775138,FLEXUSDT,-0.1859,1787673600000
1201,1787651777286,FWDIUSDT,-0.3169,1787673600000
1202,1787651792418,KSTRUSDT,0.1098,1787673600000
1203,1787651804602,NESAUSDT,0.1204,1787659200000
1204,1787652332492,1000BTTUSDT,-0.2567,1787673600000
1205,1787652335483,ACEUSDT,-0.5094,1787659200000
1206,1787652337498,AGIUSDT,-0.879,1787673600000
1207,1787652351138,BBXUSDT,0.1169,1787673600000
1208,1787652352303,BICOUSDT,-0.2099,1787673600000
1209,1787652356619,BSPUSDT,0.1818,1787673600000
1210,1787652374756,FLEXUSDT,-0.1111,1787673600000
1211,1787652376911,FWDIUSDT,-0.3402,1787673600000
1212,1787652392113,KSTRUSDT,0.103,1787673600000
1213,1787652404693,NESAUSDT,0.1493,1787659200000
1214,1787652932479,1000BTTUSDT,-0.2404,1787673600000
1215,1787652935490,ACEUSDT,-0.4734,1787659200000
1216,1787652937499,AGIUSDT,-0.7712,1787673600000
1217,1787652951169,BICOUSDT,-0.2284,1787673600000
1218,1787652955841,BSPUSDT,0.1728,1787673600000
1219,1787652974161,FLEXUSDT,-0.1084,1787673600000
1220,1787652976333,FWDIUSDT,-0.3031,1787673600000
1221,1787652991662,KSTRUSDT,0.1073,1787673600000
1222,1787653004001,NESAUSDT,0.1609,1787659200000
1223,1787653532650,1000BTTUSDT,-0.2575,1787673600000
1224,1787653536634,ACEUSDT,-0.4648,1787659200000
1225,1787653538623,AGIUSDT,-0.7537,1787673600000
1226,1787653552327,BICOUSDT,-0.2287,1787673600000
1227,1787653556706,BSPUSDT,0.1539,1787673600000
1228,1787653575017,FLEXUSDT,-0.1736,1787673600000
1229,1787653577180,FWDIUSDT,-0.3416,1787673600000
1230,1787653592435,KSTRUSDT,0.1358,1787673600000
1231,1787653604729,NESAUSDT,0.1606,1787659200000
1232,1787654132525,1000BTTUSDT,-0.2679,1787673600000
1233,1787654135630,ACEUSDT,-0.4609,1787659200000
1234,1787654137640,AGIUSDT,-0.7138,1787673600000
1235,1787654151365,BICOUSDT,-0.2286,1787673600000
1236,1787654155735,BSPUSDT,0.142,1787673600000
1237,1787654156259,BTRUSDT,0.1122,1787659200000
1238,1787654174106,FLEXUSDT,-0.1676,1787673600000
1239,1787654176276,FWDIUSDT,-0.2797,1787673600000
1240,1787654191623,KSTRUSDT,0.159,1787673600000
1241,1787654203982,NESAUSDT,0.1578,1787659200000
1242,1787654733405,1000BTTUSDT,-0.2745,1787673600000
1243,1787654736400,ACEUSDT,-0.4443,1787659200000
1244,1787654738449,AGIUSDT,-0.6764,1787673600000
1245,1787654752129,BICOUSDT,-0.2239,1787673600000
1246,1787654756506,BSPUSDT,0.1517,1787673600000
1247,1787654757105,BTRUSDT,0.1182,1787659200000
1248,1787654774928,FLEXUSDT,-0.1339,1787673600000
1249,1787654777089,FWDIUSDT,-0.2311,1787673600000
1250,1787654792361,KSTRUSDT,0.1765,1787673600000
1251,1787654804646,NESAUSDT,0.1406,1787659200000
1252,1787655332112,1000BTTUSDT,-0.2664,1787673600000
1253,1787655335131,ACEUSDT,-0.429,1787659200000
1254,1787655337194,AGIUSDT,-0.6419,1787673600000
1255,1787655352287,BICOUSDT,-0.2366,1787673600000
1256,1787655356577,BSPUSDT,0.1602,1787673600000
1257,1787655357082,BTRUSDT,0.1267,1787659200000
1258,1787655374742,FLEXUSDT,-0.1022,1787673600000
1259,1787655376893,FWDIUSDT,-0.1568,1787673600000
1260,1787655383028,HOLOUSDT,-0.1301,1787659200000
1261,1787655392156,KSTRUSDT,0.1945,1787673600000
1262,1787655404402,NESAUSDT,0.1393,1787659200000
1263,1787655932351,1000BTTUSDT,-0.2716,1787673600000
1264,1787655935383,ACEUSDT,-0.4099,1787659200000
1265,1787655937460,AGIUSDT,-0.6076,1787673600000
1266,1787655951968,BICOUSDT,-0.2426,1787673600000
1267,1787655956596,BSPUSDT,0.1599,1787673600000
1268,1787655957098,BTRUSDT,0.1381,1787659200000
1269,1787655976884,FWDIUSDT,-0.1206,1787673600000
1270,1787655982988,HOLOUSDT,-0.1201,1787659200000
1271,1787655992076,KSTRUSDT,0.177,1787673600000
1272,1787656004271,NESAUSDT,0.1453,1787659200000
1273,1787656531845,1000BTTUSDT,-0.2981,1787673600000
1274,1787656534917,ACEUSDT,-0.3886,1787659200000
1275,1787656537619,AGIUSDT,-0.5668,1787673600000
1276,1787656551491,BICOUSDT,-0.2462,1787673600000
1277,1787656555846,BSPUSDT,0.1483,1787673600000
1278,1787656556349,BTRUSDT,0.1435,1787659200000
1279,1787656576377,FWDIUSDT,-0.1267,1787673600000
1280,1787656582582,HOLOUSDT,-0.1019,1787659200000
1281,1787656591706,KSTRUSDT,0.1643,1787673600000
1282,1787656604054,NESAUSDT,0.1515,1787659200000
1283,1787657136316,1000BTTUSDT,-0.3161,1787673600000
1284,1787657144234,ACEUSDT,-0.3737,1787659200000
1285,1787657149226,AGIUSDT,-0.5164,1787673600000
1286,1787657195124,BICOUSDT,-0.2508,1787673600000
1287,1787657210856,BSPUSDT,0.1494,1787673600000
1288,1787657212804,BTRUSDT,0.1528,1787659200000
1289,1787657280315,FWDIUSDT,-0.1092,1787673600000
1290,1787657332159,KSTRUSDT,0.1511,1787673600000
1291,1787657373403,NESAUSDT,0.1696,1787659200000
1292,1787657736337,1000BTTUSDT,-0.3101,1787673600000
1293,1787657746223,ACEUSDT,-0.3614,1787659200000
1294,1787657752576,AGIUSDT,-0.5093,1787673600000
1295,1787657799459,BICOUSDT,-0.2505,1787673600000
1296,1787657812073,BSPUSDT,0.1492,1787673600000
1297,1787657813596,BTRUSDT,0.1525,1787659200000
1298,1787657881884,FWDIUSDT,-0.1095,1787673600000
1299,1787657930820,KSTRUSDT,0.14,1787673600000
1300,1787657971205,NESAUSDT,0.1651,1787659200000
1301,1787658335173,1000BTTUSDT,-0.3,1787673600000
1302,1787658345874,ACEUSDT,-0.3273,1787659200000
1303,1787658352414,AGIUSDT,-0.4827,1787673600000
1304,1787658396490,BICOUSDT,-0.2471,1787673600000
1305,1787658411651,BSPUSDT,0.1472,1787673600000
1306,1787658413557,BTRUSDT,0.139,1787659200000
1307,1787658476249,FWDIUSDT,-0.1016,1787673600000
1308,1787658524060,KSTRUSDT,0.1256,1787673600000
1309,1787658562630,NESAUSDT,0.1589,1787659200000
1310,1787658931943,1000BTTUSDT,-0.3031,1787673600000
1311,1787658934936,ACEUSDT,-0.2941,1787659200000
1312,1787658936939,AGIUSDT,-0.4547,1787673600000
1313,1787658951487,BICOUSDT,-0.2358,1787673600000
1314,1787658955769,BSPUSDT,0.1324,1787673600000
1315,1787658956273,BTRUSDT,0.1248,1787659200000
1316,1787658991494,KSTRUSDT,0.1166,1787673600000
1317,1787659003693,NESAUSDT,0.1497,1787659200000
1318,1787659532672,1000BTTUSDT,-0.256,1787673600000
1319,1787659535716,ACEUSDT,-0.1998,1787673600000
1320,1787659536390,ACXUSDT,-0.207,1787673600000
1321,1787659537806,AGIUSDT,-0.4219,1787673600000
1322,1787659552590,BICOUSDT,-0.2232,1787673600000
1323,1787659554296,BLUAIUSDT,0.3132,1787673600000
1324,1787659557008,BSPUSDT,0.1179,1787673600000
1325,1787659559072,CASHCATUSDT,0.4127,1787673600000
1326,1787659582077,GRVTUSDT,-0.1211,1787673600000
1327,1787659593773,KSTRUSDT,0.1099,1787673600000
1328,1787659602833,MOVEUSDT,-0.1076,1787673600000
1329,1787660131923,1000BTTUSDT,-0.1996,1787673600000
1330,1787660135086,ACEUSDT,-0.1883,1787673600000
1331,1787660135774,ACXUSDT,-0.3232,1787673600000
1332,1787660137126,AGIUSDT,-0.4068,1787673600000
1333,1787660149655,BANUSDT,0.1247,1787673600000
1334,1787660151638,BICOUSDT,-0.2151,1787673600000
1335,1787660155928,BSPUSDT,0.1051,1787673600000
1336,1787660157911,CASHCATUSDT,0.2854,1787673600000
1337,1787660180134,GRVTUSDT,-0.1109,1787673600000
1338,1787660203888,NESAUSDT,0.3043,1787673600000
1339,1787660732642,1000BTTUSDT,-0.148,1787673600000
1340,1787660736438,ACEUSDT,-0.1113,1787673600000
1341,1787660737431,ACXUSDT,-0.1742,1787673600000
1342,1787660738796,AGIUSDT,-0.3844,1787673600000
1343,1787660752808,BICOUSDT,-0.2116,1787673600000
1344,1787660759223,CASHCATUSDT,0.136,1787673600000
1345,1787660781845,GRVTUSDT,-0.1028,1787673600000
1346,1787660806312,NESAUSDT,0.183,1787673600000
1347,1787661332143,1000BTTUSDT,-0.1095,1787673600000
1348,1787661336821,ACXUSDT,-0.2233,1787673600000
1349,1787661338151,AGIUSDT,-0.3711,1787673600000
1350,1787661352055,BICOUSDT,-0.2054,1787673600000
1351,1787661358344,CASHCATUSDT,0.1065,1787673600000
1352,1787661380522,GRVTUSDT,-0.113,1787673600000
1353,1787661404247,NESAUSDT,0.1394,1787673600000
1354,1787661936628,ACXUSDT,-0.3545,1787673600000
1355,1787661937955,AGIUSDT,-0.3541,1787673600000
1356,1787661951463,BICOUSDT,-0.2041,1787673600000
1357,1787661979681,GRVTUSDT,-0.1219,1787673600000
1358,1787662003439,NESAUSDT,0.1259,1787673600000
1359,1787662536275,ACXUSDT,-0.3999,1787673600000
1360,1787662538246,AGIUSDT,-0.3354,1787673600000
1361,1787662552074,BICOUSDT,-0.2029,1787673600000
1362,1787662556381,BSPUSDT,0.1136,1787673600000
1363,1787662580313,GRVTUSDT,-0.1255,1787673600000
1364,1787662604158,NESAUSDT,0.1119,1787673600000
1365,1787663135786,ACXUSDT,-0.273,1787673600000
1366,1787663137142,AGIUSDT,-0.3341,1787673600000
1367,1787663152070,BICOUSDT,-0.2023,1787673600000
1368,1787663156359,BSPUSDT,0.1195,1787673600000
1369,1787663180577,GRVTUSDT,-0.1284,1787673600000
1370,1787663183065,HOLOUSDT,-0.1189,1787673600000
1371,1787663735859,ACXUSDT,-0.1931,1787673600000
1372,1787663737197,AGIUSDT,-0.3308,1787673600000
1373,1787663752419,BICOUSDT,-0.2028,1787673600000
1374,1787663756927,BSPUSDT,0.1155,1787673600000
1375,1787663781940,GRVTUSDT,-0.1172,1787673600000
1376,1787664336902,ACXUSDT,-0.1396,1787673600000
1377,1787664338229,AGIUSDT,-0.3293,1787673600000
1378,1787664351770,BICOUSDT,-0.203,1787673600000
1379,1787664356072,BSPUSDT,0.1098,1787673600000
1380,1787664356581,BTRUSDT,0.101,1787673600000
1381,1787664376370,FWDIUSDT,-0.1016,1787673600000
1382,1787664380009,GRVTUSDT,-0.1143,1787673600000
1383,1787664382671,HOMEUSDT,-0.1033,1787673600000
1384,1787664937674,AGIUSDT,-0.3316,1787673600000
1385,1787664951234,BICOUSDT,-0.1986,1787673600000
1386,1787664955543,BSPUSDT,0.102,1787673600000
1387,1787664956049,BTRUSDT,0.1223,1787673600000
1388,1787664957549,CASHCATUSDT,0.1093,1787673600000
1389,1787664979737,GRVTUSDT,-0.1185,1787673600000
1390,1787664982434,HOMEUSDT,-0.1109,1787673600000
1391,1787665538083,AGIUSDT,-0.3159,1787673600000
1392,1787665551809,BICOUSDT,-0.2015,1787673600000
1393,1787665556664,BTRUSDT,0.1255,1787673600000
1394,1787665558184,CASHCATUSDT,0.1358,1787673600000
1395,1787665580893,GRVTUSDT,-0.1253,1787673600000
1396,1787665583580,HOMEUSDT,-0.1032,1787673600000
1397,1787666136974,AGIUSDT,-0.3047,1787673600000
1398,1787666152369,BICOUSDT,-0.202,1787673600000
1399,1787666157209,BTRUSDT,0.108,1787673600000
1400,1787666158725,CASHCATUSDT,0.1407,1787673600000
1401,1787666180960,GRVTUSDT,-0.1268,1787673600000
1402,1787666736847,AGIUSDT,-0.2901,1787673600000
1403,1787666751431,BICOUSDT,-0.2003,1787673600000
1404,1787666756262,BTRUSDT,0.1021,1787673600000
1405,1787666757760,CASHCATUSDT,0.1502,1787673600000
1406,1787666780171,GRVTUSDT,-0.1308,1787673600000
1407,1787667337864,AGIUSDT,-0.2895,1787673600000
1408,1787667352681,BICOUSDT,-0.1973,1787673600000
1409,1787667358956,CASHCATUSDT,0.1761,1787673600000
1410,1787667381513,GRVTUSDT,-0.1324,1787673600000
1411,1787667932321,1000BTTUSDT,-0.1066,1787673600000
1412,1787667937707,AGIUSDT,-0.2892,1787673600000
1413,1787667952485,BICOUSDT,-0.1937,1787673600000
1414,1787667958790,CASHCATUSDT,0.1966,1787673600000
1415,1787667981067,GRVTUSDT,-0.1339,1787673600000
1416,1787668532243,1000BTTUSDT,-0.1192,1787673600000
1417,1787668537398,AGIUSDT,-0.2771,1787673600000
1418,1787668552528,BICOUSDT,-0.1905,1787673600000
1419,1787668558793,CASHCATUSDT,0.2096,1787673600000
1420,1787668580689,GRVTUSDT,-0.1302,1787673600000
1421,1787669132415,1000BTTUSDT,-0.1321,1787673600000
1422,1787669138132,AGIUSDT,-0.2655,1787673600000
1423,1787669152433,BICOUSDT,-0.1863,1787673600000
1424,1787669159414,CASHCATUSDT,0.2164,1787673600000
1425,1787669181496,GRVTUSDT,-0.1253,1787673600000
1426,1787669731828,1000BTTUSDT,-0.1302,1787673600000
1427,1787669737083,AGIUSDT,-0.2576,1787673600000
1428,1787669751894,BICOUSDT,-0.1845,1787673600000
1429,1787669758218,CASHCATUSDT,0.2216,1787673600000
1430,1787669780413,GRVTUSDT,-0.1184,1787673600000
1431,1787670332235,1000BTTUSDT,-0.1339,1787673600000
1432,1787670337652,AGIUSDT,-0.2507,1787673600000
1433,1787670352303,BICOUSDT,-0.1819,1787673600000
1434,1787670359310,CASHCATUSDT,0.2216,1787673600000
1435,1787670382086,GRVTUSDT,-0.1086,1787673600000
1436,1787670932587,1000BTTUSDT,-0.1429,1787673600000
1437,1787670937617,AGIUSDT,-0.2534,1787673600000
1438,1787670953041,BICOUSDT,-0.1739,1787673600000
1439,1787670959314,CASHCATUSDT,0.2124,1787673600000
1440,1787671532923,1000BTTUSDT,-0.1458,1787673600000
1441,1787671538038,AGIUSDT,-0.2509,1787673600000
1442,1787671552590,BICOUSDT,-0.1676,1787673600000
1443,1787671559350,CASHCATUSDT,0.2024,1787673600000
1444,1787672132764,1000BTTUSDT,-0.1537,1787673600000
1445,1787672138585,AGIUSDT,-0.2562,1787673600000
1446,1787672152614,BICOUSDT,-0.1665,1787673600000
1447,1787672159060,CASHCATUSDT,0.1892,1787673600000
1448,1787672731960,1000BTTUSDT,-0.161,1787673600000
1449,1787672738639,AGIUSDT,-0.2554,1787673600000
1450,1787672757610,BICOUSDT,-0.1677,1787673600000
1451,1787672766396,CASHCATUSDT,0.1766,1787673600000
1452,1787673332404,1000BTTUSDT,-0.167,1787673600000
1453,1787673337724,AGIUSDT,-0.3056,1787673600000
1454,1787673353572,BICOUSDT,-0.1679,1787673600000
1455,1787673360342,CASHCATUSDT,0.1659,1787673600000
1456,1787673932413,1000BTTUSDT,-0.3594,1787702400000
1457,1787673937668,AGIUSDT,-1.3472,1787702400000
1458,1787673943438,APPSTOCKUSDT,0.16,1787702400000
1459,1787673944327,ARIAUSDT,0.1489,1787688000000
1460,1787673952960,BICOUSDT,-0.2107,1787702400000
1461,1787673954722,BLUAIUSDT,0.215,1787688000000
1462,1787673955614,BNCUSDT,-0.2395,1787702400000
1463,1787673958070,BTRUSDT,0.1532,1787688000000
1464,1787673959654,CASHCATUSDT,0.1979,1787688000000
1465,1787673970477,DOSUSDT,0.1481,1787688000000
1466,1787673978023,FLYUSDT,0.1656,1787702400000
1467,1787673991780,JSTUSDT,-0.1059,1787702400000
1468,1787674532388,1000BTTUSDT,-0.3361,1787702400000
1469,1787674537720,AGIUSDT,-1.2475,1787702400000
1470,1787674543419,APPSTOCKUSDT,0.1663,1787702400000
1471,1787674553070,BICOUSDT,-0.2641,1787702400000
1472,1787674554838,BLUAIUSDT,0.2738,1787688000000
